pokedexId	pokedexNumber	pokedexName	formName	formIdentifier	isMainSeries	isDefault	isBattleOnly	isMega
32	18	kitakami	ekans		true	true	false	false
32	19	kitakami	arbok		true	true	false	false
32	21	kitakami	pikachu		true	true	false	false
32	21	kitakami	pikachu-rock-star	rock-star	true	true	false	false
32	21	kitakami	pikachu-belle	belle	true	true	false	false
32	21	kitakami	pikachu-pop-star	pop-star	true	true	false	false
32	21	kitakami	pikachu-phd	phd	true	true	false	false
32	21	kitakami	pikachu-libre	libre	true	true	false	false
32	21	kitakami	pikachu-cosplay	cosplay	true	true	false	false
32	21	kitakami	pikachu-original-cap	original-cap	true	true	false	false
32	21	kitakami	pikachu-hoenn-cap	hoenn-cap	true	true	false	false
32	21	kitakami	pikachu-sinnoh-cap	sinnoh-cap	true	true	false	false
32	21	kitakami	pikachu-unova-cap	unova-cap	true	true	false	false
32	21	kitakami	pikachu-kalos-cap	kalos-cap	true	true	false	false
32	21	kitakami	pikachu-alola-cap	alola-cap	true	true	false	false
32	21	kitakami	pikachu-partner-cap	partner-cap	true	true	false	false
32	21	kitakami	pikachu-starter	starter	true	true	false	false
32	21	kitakami	pikachu-world-cap	world-cap	true	true	false	false
32	21	kitakami	pikachu-gmax	gmax	true	true	true	false
32	22	kitakami	raichu		true	true	false	false
32	22	kitakami	raichu-alola	alola	true	true	false	false
32	116	kitakami	sandshrew		true	true	false	false
32	116	kitakami	sandshrew-alola	alola	true	true	false	false
32	117	kitakami	sandslash		true	true	false	false
32	117	kitakami	sandslash-alola	alola	true	true	false	false
32	152	kitakami	clefairy		true	true	false	false
32	153	kitakami	clefable		true	true	false	false
32	37	kitakami	vulpix		true	true	false	false
32	37	kitakami	vulpix-alola	alola	true	true	false	false
32	38	kitakami	ninetales		true	true	false	false
32	38	kitakami	ninetales-alola	alola	true	true	false	false
32	99	kitakami	mankey		true	true	false	false
32	100	kitakami	primeape		true	true	false	false
32	78	kitakami	growlithe		true	true	false	false
32	78	kitakami	growlithe-hisui	hisui	true	true	false	false
32	79	kitakami	arcanine		true	true	false	false
32	79	kitakami	arcanine-hisui	hisui	true	true	false	false
32	39	kitakami	poliwag		true	true	false	false
32	40	kitakami	poliwhirl		true	true	false	false
32	41	kitakami	poliwrath		true	true	false	false
