pokedexId	pokedexNumber	pokedexName	formName	formIdentifier	isMainSeries	isDefault	isBattleOnly	isMega
29	65	crown-tundra	nidoran-f		true	true	false	false
29	66	crown-tundra	nidorina		true	true	false	false
29	67	crown-tundra	nidoqueen		true	true	false	false
29	68	crown-tundra	nidoran-m		true	true	false	false
29	69	crown-tundra	nidorino		true	true	false	false
29	70	crown-tundra	nidoking		true	true	false	false
29	44	crown-tundra	clefairy		true	true	false	false
29	45	crown-tundra	clefable		true	true	false	false
29	144	crown-tundra	zubat		true	true	false	false
29	145	crown-tundra	golbat		true	true	false	false
29	105	crown-tundra	ponyta		true	true	false	false
29	105	crown-tundra	ponyta-galar	galar	true	true	false	false
29	106	crown-tundra	rapidash		true	true	false	false
29	106	crown-tundra	rapidash-galar	galar	true	true	false	false
29	11	crown-tundra	mr-mime		true	true	false	false
29	11	crown-tundra	mr-mime-galar	galar	true	true	false	false
29	14	crown-tundra	jynx		true	true	false	false
29	16	crown-tundra	electabuzz		true	true	false	false
29	19	crown-tundra	magmar		true	true	false	false
29	62	crown-tundra	magikarp		true	true	false	false
29	63	crown-tundra	gyarados		true	true	false	false
29	63	crown-tundra	gyarados-mega	mega	true	true	true	true
29	190	crown-tundra	lapras		true	true	false	false
29	190	crown-tundra	lapras-gmax	gmax	true	true	true	false
29	74	crown-tundra	eevee		true	true	false	false
29	74	crown-tundra	eevee-starter	starter	true	true	false	false
29	74	crown-tundra	eevee-gmax	gmax	true	true	true	false
29	75	crown-tundra	vaporeon		true	true	false	false
29	76	crown-tundra	jolteon		true	true	false	false
29	77	crown-tundra	flareon		true	true	false	false
29	123	crown-tundra	omanyte		true	true	false	false
29	124	crown-tundra	omastar		true	true	false	false
29	125	crown-tundra	kabuto		true	true	false	false
29	126	crown-tundra	kabutops		true	true	false	false
29	127	crown-tundra	aerodactyl		true	true	false	false
29	127	crown-tundra	aerodactyl-mega	mega	true	true	true	true
29	173	crown-tundra	snorlax		true	true	false	false
29	173	crown-tundra	snorlax-gmax	gmax	true	true	true	false
29	202	crown-tundra	articuno		true	true	false	false
29	202	crown-tundra	articuno-galar	galar	true	true	false	false
29	203	crown-tundra	zapdos		true	true	false	false
29	203	crown-tundra	zapdos-galar	galar	true	true	false	false
29	204	crown-tundra	moltres		true	true	false	false
29	204	crown-tundra	moltres-galar	galar	true	true	false	false
29	194	crown-tundra	dratini		true	true	false	false
29	195	crown-tundra	dragonair		true	true	false	false
29	196	crown-tundra	dragonite		true	true	false	false
29	146	crown-tundra	crobat		true	true	false	false
29	43	crown-tundra	cleffa		true	true	false	false
29	79	crown-tundra	espeon		true	true	false	false
29	78	crown-tundra	umbreon		true	true	false	false
29	170	crown-tundra	shuckle		true	true	false	false
29	28	crown-tundra	sneasel		true	true	false	false
