pokedexId	pokedexNumber	pokedexName	formName	formIdentifier	isMainSeries	isDefault	isBattleOnly	isMega
30	56	hisui	pikachu		true	true	false	false
30	56	hisui	pikachu-rock-star	rock-star	true	true	false	false
30	56	hisui	pikachu-belle	belle	true	true	false	false
30	56	hisui	pikachu-pop-star	pop-star	true	true	false	false
30	56	hisui	pikachu-phd	phd	true	true	false	false
30	56	hisui	pikachu-libre	libre	true	true	false	false
30	56	hisui	pikachu-cosplay	cosplay	true	true	false	false
30	56	hisui	pikachu-original-cap	original-cap	true	true	false	false
30	56	hisui	pikachu-hoenn-cap	hoenn-cap	true	true	false	false
30	56	hisui	pikachu-sinnoh-cap	sinnoh-cap	true	true	false	false
30	56	hisui	pikachu-unova-cap	unova-cap	true	true	false	false
30	56	hisui	pikachu-kalos-cap	kalos-cap	true	true	false	false
30	56	hisui	pikachu-alola-cap	alola-cap	true	true	false	false
30	56	hisui	pikachu-partner-cap	partner-cap	true	true	false	false
30	56	hisui	pikachu-starter	starter	true	true	false	false
30	56	hisui	pikachu-world-cap	world-cap	true	true	false	false
30	56	hisui	pikachu-gmax	gmax	true	true	true	false
30	57	hisui	raichu		true	true	false	false
30	57	hisui	raichu-alola	alola	true	true	false	false
30	200	hisui	clefairy		true	true	false	false
30	201	hisui	clefable		true	true	false	false
30	168	hisui	vulpix		true	true	false	false
30	168	hisui	vulpix-alola	alola	true	true	false	false
30	169	hisui	ninetales		true	true	false	false
30	169	hisui	ninetales-alola	alola	true	true	false	false
30	34	hisui	zubat		true	true	false	false
30	35	hisui	golbat		true	true	false	false
30	53	hisui	paras		true	true	false	false
30	54	hisui	parasect		true	true	false	false
30	68	hisui	psyduck		true	true	false	false
30	69	hisui	golduck		true	true	false	false
30	150	hisui	growlithe		true	true	false	false
30	150	hisui	growlithe-hisui	hisui	true	true	false	false
30	151	hisui	arcanine		true	true	false	false
30	151	hisui	arcanine-hisui	hisui	true	true	false	false
30	58	hisui	abra		true	true	false	false
30	59	hisui	kadabra		true	true	false	false
30	60	hisui	alakazam		true	true	false	false
30	60	hisui	alakazam-mega	mega	true	true	true	true
30	154	hisui	machop		true	true	false	false
30	155	hisui	machoke		true	true	false	false
30	156	hisui	machamp		true	true	false	false
30	156	hisui	machamp-gmax	gmax	true	true	true	false
30	170	hisui	tentacool		true	true	false	false
30	171	hisui	tentacruel		true	true	false	false
30	46	hisui	geodude		true	true	false	false
30	46	hisui	geodude-alola	alola	true	true	false	false
30	47	hisui	graveler		true	true	false	false
30	47	hisui	graveler-alola	alola	true	true	false	false
30	48	hisui	golem		true	true	false	false
30	48	hisui	golem-alola	alola	true	true	false	false
30	23	hisui	ponyta		true	true	false	false
30	23	hisui	ponyta-galar	galar	true	true	false	false
30	24	hisui	rapidash		true	true	false	false
30	24	hisui	rapidash-galar	galar	true	true	false	false
30	177	hisui	magnemite		true	true	false	false
30	178	hisui	magneton		true	true	false	false
30	136	hisui	gastly		true	true	false	false
30	137	hisui	haunter		true	true	false	false
30	138	hisui	gengar		true	true	false	false
30	138	hisui	gengar-mega	mega	true	true	true	true
30	138	hisui	gengar-gmax	gmax	true	true	true	false
30	118	hisui	onix		true	true	false	false
30	192	hisui	voltorb		true	true	false	false
